PeakID (cmd=annotatePeaks.pl /home/xiang/New_disk1/CD8_CUTRUN/data//T48hr_NoQ_H3K27me3_idr.05.bed mm10 -cpu 20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7935	chr8	94691265	94698555	+	0	NA	intron (NM_026385, intron 1 of 3)	intron (NM_026385, intron 1 of 3)	1332	NM_026385	67801	Mm.279977	NM_026385	ENSMUSG00000031775	Pllp	0610010I06Rik|AV001002|Plapi|Tm4sf11	plasma membrane proteolipid	protein-coding
4058	chr19	44911485	44917061	+	0	NA	Intergenic	Intergenic	-16846	NM_001081225	226151	Mm.212609	NM_172638	ENSMUSG00000036097	Slf2	3632432H19|Fam178a	SMC5-SMC6 complex localization factor 2	protein-coding
817	chr10	84784512	84788350	+	0	NA	intron (NM_001024918, intron 2 of 17)	B4A|SINE|B4	30383	NM_001024918	71137	Mm.79070	NM_027689	ENSMUSG00000020037	Rfx4	4933412G19Rik|NYD-sp10	regulatory factor X, 4 (influences HLA class II expression)	protein-coding
7273	chr7	45352946	45360764	+	0	NA	intron (NM_029741, intron 7 of 29)	intron (NM_029741, intron 7 of 29)	-9306	NR_015480	50994	Mm.389897	NM_016664	ENSMUSG00000091510	Mtag2	MAG	metastasis associated gene 2	ncRNA
5885	chr4	130179118	130184131	+	0	NA	Intergenic	Intergenic	-6502	NM_023476	94242	Mm.15801	NM_023476	ENSMUSG00000028776	Tinagl1	1110021J17Rik|AZ-1|AZ1|Arg1|Lcn7|TARP|Tinagl	tubulointerstitial nephritis antigen-like 1	protein-coding
5894	chr4	130520171	130527578	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	50162	NM_025998	67149	Mm.423029	NM_025998	ENSMUSG00000078532	Nkain1	2610200G18Rik|2810426C15Rik	Na+/K+ transporting ATPase interacting 1	protein-coding
3679	chr18	35960088	35969411	+	0	NA	promoter-TSS (NM_001289602)	promoter-TSS (NM_001289602)	-81	NM_001289602	74002	Mm.196944	NM_028707	ENSMUSG00000024347	Psd2	6330404E20Rik|AW125584|EFA6C	pleckstrin and Sec7 domain containing 2	protein-coding
5993	chr4	141889498	141892232	+	0	NA	exon (NM_177868, exon 32 of 32)	exon (NM_177868, exon 32 of 32)	-15945	NM_025994	27984	Mm.395598	NM_025994	ENSMUSG00000040659	Efhd2	2600015J22Rik|AA408606|D4Wsu27e	EF hand domain containing 2	protein-coding
5708	chr4	108652683	108658601	+	0	NA	intron (NM_183300, intron 12 of 15)	Lx3_Mus|LINE|L1	35686	NM_177045	319965	Mm.151129	NM_177045	ENSMUSG00000028582	Cc2d1b	A830039B04Rik|Freud2	coiled-coil and C2 domain containing 1B	protein-coding
3444	chr17	36236698	36242194	+	0	NA	Intergenic	B2_Mm2|SINE|B2	18400	NM_026308	67676	Mm.27131	NM_026308	ENSMUSG00000024446	Rpp21	0610037N01Rik	ribonuclease P 21 subunit	protein-coding
5073	chr3	8659675	8671634	+	0	NA	intron (NM_010423, intron 4 of 4)	intron (NM_010423, intron 4 of 4)	1384	NM_010423	15213	Mm.29581	NM_010423	ENSMUSG00000040289	Hey1	AI316788|AI414254|CHF2|HRT1|Herp2|Hesr1|bHLHb31|hesr-1	hairy/enhancer-of-split related with YRPW motif 1	protein-coding
2156	chr13	55820412	55842408	+	0	NA	promoter-TSS (NM_011097)	promoter-TSS (NM_011097)	15	NM_011097	18740	Mm.135195	NM_011097	ENSMUSG00000021506	Pitx1	Bft|P-OTX|Potx|Ptx1	paired-like homeodomain transcription factor 1	protein-coding
8096	chr8	125893491	125899318	+	0	NA	intron (NM_175561, intron 1 of 33)	intron (NM_175561, intron 1 of 33)	-1510	NR_155422	102632990	Mm.429446	NR_155422		A730098A19Rik	-	RIKEN cDNA A730098A19 gene	ncRNA
3491	chr17	46621490	46631481	+	0	NA	intron (NM_175168, intron 1 of 19)	intron (NM_175168, intron 1 of 19)	3019	NM_175168	71461	Mm.181833	NM_175168	ENSMUSG00000023972	Ptk7	8430404F20Rik|chz|mPTK7/CCK4	PTK7 protein tyrosine kinase 7	protein-coding
368	chr1	143708059	143711525	+	0	NA	Intergenic	Intergenic	-6899	NM_145991	214498	Mm.156727	NM_145991	ENSMUSG00000026361	Cdc73	8430414L16Rik|C130030P16Rik|C81219|Hrpt2	cell division cycle 73, Paf1/RNA polymerase II complex component	protein-coding
3178	chr16	78234133	78237359	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	19708	NR_045698	100503619	Mm.387531	NR_045698	ENSMUSG00000109841	E330011O21Rik	-	RIKEN cDNA E330011O21 gene	ncRNA
670	chr10	43166993	43184565	+	0	NA	non-coding (NR_102361, exon 1 of 1)	non-coding (NR_102361, exon 1 of 1)	1080	NR_102361	74530	Mm.415375	NM_172419	ENSMUSG00000045008	9030612E09Rik	-	RIKEN cDNA 9030612E09 gene	ncRNA
6986	chr6	115324098	115325462	+	0	NA	Intergenic	Intergenic	-36171	NM_001127330	19016	Mm.3020	NM_011146	ENSMUSG00000000440	Pparg	Nr1c3|PPAR-gamma|PPAR-gamma2|PPARgamma|PPARgamma2	peroxisome proliferator activated receptor gamma	protein-coding
7330	chr7	66411611	66420190	+	0	NA	intron (NM_053080, intron 3 of 12)	MTD|LTR|ERVL-MaLR	11577	NM_053080	56847	Mm.140988	NM_053080	ENSMUSG00000015134	Aldh1a3	ALDH6|RALDH3|V1	aldehyde dehydrogenase family 1, subfamily A3	protein-coding
6597	chr5	143737396	143744700	+	0	NA	Intergenic	ORR1A2-int|LTR|ERVL-MaLR	-8768	NM_029749	76800	Mm.259620	NM_029749	ENSMUSG00000051306	Usp42	2410140K03Rik|3110031A07Rik|A630018G05Rik|D5Ertd591e	ubiquitin specific peptidase 42	protein-coding
8460	chr9	69962143	69965588	+	0	NA	Intergenic	C-rich|Low_complexity|Low_complexity	-25601	NM_016787	12175	Mm.159777	NM_016787	ENSMUSG00000011958	Bnip2	5730523P12Rik|BNIP2beta|Nip21	BCL2/adenovirus E1B interacting protein 2	protein-coding
6227	chr5	37239502	37248888	+	0	NA	intron (NM_001136058, intron 1 of 13)	intron (NM_001136058, intron 1 of 13)	-1569	NM_007765	12933	Mm.290995	NM_007765	ENSMUSG00000029121	Crmp1	CRMP-1|DRP-1|Dpysl1|ULIP-3|Ulip3	collapsin response mediator protein 1	protein-coding
1492	chr11	102960671	102968747	+	0	NA	promoter-TSS (NR_037963)	promoter-TSS (NR_037963)	-555	NR_037963	69739	Mm.276539	NR_037963	ENSMUSG00000085338	2410004I01Rik	-	RIKEN cDNA 2410004I01 gene	ncRNA
8195	chr9	40530368	40535950	+	0	NA	Intergenic	Intergenic	-1776	NM_001357617	235283	Mm.138434	NM_172768	ENSMUSG00000040111	Gramd1b	3222402H23|A930008A22Rik|AI593249|mKIAA1201	GRAM domain containing 1B	protein-coding
415	chr1	161194161	161196625	+	0	NA	Intergenic	Intergenic	-36079	NM_001195189	100502590	Mm.449990	NM_001195189	ENSMUSG00000049160	Tex50	4930469G21Rik	testis expressed 50	protein-coding
1256	chr11	82195604	82198946	+	0	NA	Intergenic	Intergenic	-17463	NM_011329	20290	Mm.1283	NM_011329	ENSMUSG00000020702	Ccl1	BF534335|I-309|P500|Scya1|Tca-3|Tca3	chemokine (C-C motif) ligand 1	protein-coding
2118	chr13	48686412	48691146	+	0	NA	Intergenic	Intergenic	25743	NM_007526	12022	Mm.42241	NM_007526	ENSMUSG00000021381	Barx1	-	BarH-like homeobox 1	protein-coding
2282	chr13	99463619	99465687	+	0	NA	intron (NM_008634, intron 2 of 6)	intron (NM_008634, intron 2 of 6)	-51827	NR_015515	320893	Mm.470842	NR_015515		6430562O15Rik	-	RIKEN cDNA 6430562O15 gene	ncRNA
5673	chr4	100091807	100099806	+	0	NA	promoter-TSS (NM_013845)	promoter-TSS (NM_013845)	15	NM_001312690	26563	Mm.57252	NM_013845	ENSMUSG00000035305	Ror1	2810404D04Rik|Ntrkr1	receptor tyrosine kinase-like orphan receptor 1	protein-coding
7715	chr7	144678742	144680215	+	0	NA	intron (NM_178642, intron 1 of 25)	intron (NM_178642, intron 1 of 25)	59114	NM_001242349	101772	Mm.26700	NM_178642	ENSMUSG00000031075	Ano1	Tmem16a	anoctamin 1, calcium activated chloride channel	protein-coding
1052	chr11	50599682	50605712	+	0	NA	intron (NM_175643, intron 1 of 21)	CpG	612	NM_175643	216725	Mm.110597	NM_175643	ENSMUSG00000036545	Adamts2	ADAM-TS 2|ADAM-TS2|ADAMTS-2|PC I-NP|PCINP|pNPI	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2	protein-coding
1467	chr11	102355398	102367346	+	0	NA	intron (NM_011403, intron 2 of 19)	intron (NM_011403, intron 2 of 19)	3909	NM_011403	20533	Mm.7248	NM_011403	ENSMUSG00000006574	Slc4a1	Ae1|CD233|Empb3|l11Jus51	solute carrier family 4 (anion exchanger), member 1	protein-coding
1747	chr12	70225215	70229130	+	0	NA	promoter-TSS (NR_045174)	promoter-TSS (NR_045174)	511	NM_133198	110095	Mm.256926	NM_133198	ENSMUSG00000021069	Pygl	-	liver glycogen phosphorylase	protein-coding
3176	chr16	75607517	75610582	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	16158	NM_198302	224344	Mm.273214	NM_198302	ENSMUSG00000032940	Rbm11	A330018F01	RNA binding motif protein 11	protein-coding
7500	chr7	105787586	105794013	+	0	NA	Intergenic	Intergenic	-3249	NM_001162943	233651	Mm.334108	NM_001162943	ENSMUSG00000036862	Dchs1	3110041P15Rik|C130033F22Rik|CDH25|FIB1|Gm165|PCDH16	dachsous cadherin related 1	protein-coding
8334	chr9	55540888	55549601	+	0	NA	intron (NM_027397, intron 5 of 5)	intron (NM_027397, intron 5 of 5)	4095	NM_027397	104360	Mm.273996	NM_027397	ENSMUSG00000032318	Isl2	3110001N10Rik	insulin related protein 2 (islet 2)	protein-coding
3003	chr15	103101443	103150029	+	0	NA	intron (NR_045743, intron 6 of 6)	intron (NR_045743, intron 6 of 6)	21092	NR_045743	432989	Mm.383979	NR_045743	ENSMUSG00000097003	D930007P13Rik	-	Riken cDNA D930007P13 gene	ncRNA
345	chr1	135896729	135901277	+	0	NA	intron (NM_019645, intron 2 of 13)	intron (NM_019645, intron 2 of 13)	20204	NM_001313701	18772	Mm.4494	NM_019645	ENSMUSG00000026413	Pkp1	-	plakophilin 1	protein-coding
191	chr1	83037884	83041386	+	0	NA	Intergenic	Intergenic	-1187	NM_030556	80721	Mm.261542	NM_030556	ENSMUSG00000038496	Slc19a3	A230084E24Rik|AI788884|ThTr2	solute carrier family 19, member 3	protein-coding
5177	chr3	82144550	82147251	+	0	NA	promoter-TSS (NM_021896)	promoter-TSS (NM_021896)	46	NM_021896	60596	Mm.143831	NM_021896	ENSMUSG00000033910	Gucy1a1	1200016O07Rik|GCS-alpha-1|GCS-alpha-3|Gucy1a3|sGC-alpha1	guanylate cyclase 1, soluble, alpha 1	protein-coding
3214	chr16	91948559	91954485	+	0	NA	Intergenic	L1_Mur3|LINE|L1	-19892	NM_138597	28080	Mm.41	NM_138597	ENSMUSG00000022956	Atp5o	ATPO|Atp5po|D12Wsu28e|OSCP	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	protein-coding
4074	chr19	46314941	46326709	+	0	NA	exon (NM_001347454, exon 7 of 18)	exon (NM_001347454, exon 7 of 18)	6041	NM_001347454	73728	Mm.268532	NM_028627	ENSMUSG00000037126	Psd	1110007H17Rik|A930015K15|Efa6|Efa6a|Psdl|mKIAA2011	pleckstrin and Sec7 domain containing	protein-coding
7783	chr8	27081833	27094161	+	0	NA	intron (NM_054044, intron 1 of 18)	intron (NM_054044, intron 1 of 18)	2156	NM_054044	78560	Mm.87046	NM_054044	ENSMUSG00000031486	Adgra2	8430414O08Rik|9530074E10Rik|Gpr124|Tem5|mKIAA1531	adhesion G protein-coupled receptor A2	protein-coding
3319	chr17	23709920	23713306	+	0	NA	Intergenic	Intergenic	-14723	NM_023058	268930	Mm.182193	NM_023058	ENSMUSG00000023908	Pkmyt1	6230424P17|AW209059|Myt1	protein kinase, membrane associated tyrosine/threonine 1	protein-coding
4787	chr2	143912277	143915519	+	0	NA	Intergenic	Intergenic	-1433	NM_019771	56431	Mm.28919	NM_019771	ENSMUSG00000015932	Dstn	2610043P17Rik|ADF|AU042046|Dsn|corn1|sid23p	destrin	protein-coding
2613	chr14	75453786	75456856	+	0	NA	promoter-TSS (NM_001128093)	promoter-TSS (NM_001128093)	-661	NM_001128093	380918	Mm.484360	NM_001128093	ENSMUSG00000091722	Siah3	Gm912	siah E3 ubiquitin protein ligase family member 3	protein-coding
8188	chr9	40187015	40188099	+	0	NA	exon (NM_146615, exon 1 of 1)	exon (NM_146615, exon 1 of 1)	478	NM_146615	258608	Mm.377590	NM_146615	ENSMUSG00000051095	Olfr986	MOR104-3	olfactory receptor 986	protein-coding
5322	chr3	105072623	105079450	+	0	NA	intron (NM_029228, intron 2 of 4)	LTR41|LTR|ERVL	9192	NM_029228	75269	Mm.307994	NM_029228	ENSMUSG00000051788	4930564D02Rik	-	RIKEN cDNA 4930564D02 gene	protein-coding
8617	chr9	107231023	107243811	+	0	NA	Intergenic	L2c|LINE|L2	-5508	NM_153413	208869	Mm.150259	NM_153413	ENSMUSG00000039716	Dock3	MOCA|PBP|mKIAA0299	dedicator of cyto-kinesis 3	protein-coding
8110	chr8	127195561	127198665	+	0	NA	intron (NM_001363431, intron 2 of 24)	intron (NM_001363431, intron 2 of 24)	-102499	NM_001013581	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
6821	chr6	72247585	72248665	+	0	NA	Intergenic	Intergenic	-12548	NM_153778	71093	Mm.87449	NM_153778	ENSMUSG00000037621	Atoh8	4933425C05Rik|Hath6|Math6|bHLHa21|okadin	atonal bHLH transcription factor 8	protein-coding
6598	chr5	144019126	144023894	+	0	NA	intron (NM_033039, intron 4 of 4)	B4A|SINE|B4	-6657	NM_177682	231874	Mm.320432	NM_177682	ENSMUSG00000029617	Ccz1	AU022870	CCZ1 vacuolar protein trafficking and biogenesis associated	protein-coding
2807	chr15	77734849	77741842	+	0	NA	Intergenic	Intergenic	9224	NM_001168660	71898	Mm.422856	NM_173743	ENSMUSG00000068246	Apol9b	2310016F22Rik	apolipoprotein L 9b	protein-coding
8262	chr9	44285816	44290597	+	0	NA	promoter-TSS (NM_138955)	promoter-TSS (NM_138955)	38	NM_138955	192663	Mm.101876	NM_138955	ENSMUSG00000032131	Abcg4	6430517O04Rik	ATP binding cassette subfamily G member 4	protein-coding
7930	chr8	94143148	94159716	+	0	NA	Intergenic	B4A|SINE|B4	-1175	NM_013603	17751	Mm.2064	NM_013603	ENSMUSG00000031760	Mt3	Mt-3	metallothionein 3	protein-coding
297	chr1	132163820	132174262	+	0	NA	Intergenic	Intergenic	-22395	NM_001311104	213409	Mm.426321	NM_001033250	ENSMUSG00000079330	Lemd1	4930540I23Rik|6430514M23Rik|AI428128|LEMP-1	LEM domain containing 1	protein-coding
2549	chr14	63582967	63590632	+	0	NA	Intergenic	Intergenic	-19731	NM_173393	219149	Mm.32071	NM_173393	ENSMUSG00000035067	Xkr6	2700008G24Rik|BC024502|Xrg6	X-linked Kx blood group related 6	protein-coding
7480	chr7	101447335	101450710	+	0	NA	intron (NM_001008548, intron 1 of 30)	intron (NM_001008548, intron 1 of 30)	-1498	NM_001243758	207728	Mm.247564	NM_001008548	ENSMUSG00000030653	Pde2a	CGS-PDE|cGSPDE	phosphodiesterase 2A, cGMP-stimulated	protein-coding
7527	chr7	109835431	109837290	+	0	NA	intron (NM_020052, intron 9 of 21)	B3A|SINE|B2	29319	NM_020052	56788	Mm.40447	NM_020052	ENSMUSG00000007279	Scube2	4932442O19Rik|Cegf1|Cegp1	signal peptide, CUB domain, EGF-like 2	protein-coding
3983	chr19	36117112	36120567	+	0	NA	intron (NM_013468, intron 2 of 8)	intron (NM_013468, intron 2 of 8)	1005	NM_013468	107765	Mm.10279	NM_013468	ENSMUSG00000024803	Ankrd1	Alrp|CARP|Crap|MARP1	ankyrin repeat domain 1 (cardiac muscle)	protein-coding
7290	chr7	46663181	46675302	+	0	NA	intron (NM_009414, intron 1 of 10)	intron (NM_009414, intron 1 of 10)	-1864	NM_001276372	21990	Mm.248684	NM_009414	ENSMUSG00000040046	Tph1	Tph	tryptophan hydroxylase 1	protein-coding
236	chr1	91783583	91787993	+	0	NA	Intergenic	Intergenic	-15673	NM_007855	13345	Mm.9474	NM_007855	ENSMUSG00000007805	Twist2	Dermo1|bHLHa39	twist basic helix-loop-helix transcription factor 2	protein-coding
1907	chr12	108303085	108311773	+	0	NA	intron (NM_001044380, intron 1 of 8)	intron (NM_001044380, intron 1 of 8)	1159	NM_001044380	214305	Mm.36423	NM_001044380	ENSMUSG00000021260	Hhipl1	1600002O04Rik|AK129450|mKIAA1822	hedgehog interacting protein-like 1	protein-coding
5518	chr4	22482225	22483084	+	0	NA	3' UTR (NM_008899, exon 1 of 1)	3' UTR (NM_008899, exon 1 of 1)	5712	NM_008899	18992	Mm.129387	NM_008899	ENSMUSG00000095139	Pou3f2	9430075J19Rik|A230098E07Rik|Brn-2|Brn2|OTF-7|Otf7|oct-7	POU domain, class 3, transcription factor 2	protein-coding
1064	chr11	53977028	53981734	+	0	NA	intron (NM_019723, intron 1 of 9)	intron (NM_019723, intron 1 of 9)	952	NM_019723	56517	Mm.154284	NM_019723	ENSMUSG00000063652	Slc22a21	Octn3|Slc22a9	solute carrier family 22 (organic cation transporter), member 21	protein-coding
2041	chr13	24007533	24009971	+	0	NA	Intergenic	Intergenic	-17538	NM_145399	214189	Mm.255667	NM_145399	ENSMUSG00000021337	Scgn	-	secretagogin, EF-hand calcium binding protein	protein-coding
5654	chr4	88841642	88844099	+	0	NA	TTS (NM_010504)	TTS (NM_010504)	1054	NM_010504	15967	Mm.377088	NM_010504	ENSMUSG00000070904	Ifna4	Ifa4	interferon alpha 4	protein-coding
6786	chr6	54322935	54331281	+	0	NA	5' UTR (NM_030024, exon 1 of 2)	5' UTR (NM_030024, exon 1 of 2)	207	NM_030024	78004	Mm.41984	NM_030024	ENSMUSG00000045725	Prr15	E130201N16Rik|G90	proline rich 15	protein-coding
1169	chr11	69691913	69696303	+	0	NA	intron (NM_001034097, intron 3 of 12)	ID4|SINE|ID	1990	NM_011614	21944	Mm.8983	NM_011614	ENSMUSG00000097328	Tnfsf12	Apo3l|Dr3l|Dr3lg|Tweak	tumor necrosis factor (ligand) superfamily, member 12	protein-coding
6909	chr6	90984120	90991971	+	0	NA	Intergenic	CpG	128781	NM_018815	54563	Mm.28162	NM_018815	ENSMUSG00000030091	Nup210	9830001L10|AI836801|Pom210|gp190|gp210	nucleoporin 210	protein-coding
2421	chr14	33214915	33218492	+	0	NA	promoter-TSS (NM_153800)	promoter-TSS (NM_153800)	-120	NM_153800	239027	Mm.318350	NM_153800	ENSMUSG00000063506	Arhgap22	B230341L19Rik|RHOGAP2|p68RacGAP	Rho GTPase activating protein 22	protein-coding
419	chr1	162387687	162393996	+	0	NA	intron (NM_001038619, intron 2 of 20)	IMPB_01|Satellite|Satellite	87193	NM_001038619	103967	Mm.441620	NM_172646	ENSMUSG00000040265	Dnm3	9630020E24Rik|AW061159|B230343F03Rik|C530045C17|Dyna III|mKIAA0820	dynamin 3	protein-coding
663	chr10	42622867	42632627	+	0	NA	Intergenic	RSINE1|SINE|B4	-44157	NM_152229	21907	Mm.287100	NM_152229	ENSMUSG00000019803	Nr2e1	Mtl1|Mtll|TLL|Tlx|XTLL|fierce|frc|tailless	nuclear receptor subfamily 2, group E, member 1	protein-coding
6485	chr5	120912124	120917415	+	0	NA	promoter-TSS (NM_133893)	promoter-TSS (NM_133893)	-49	NM_133893	100535	Mm.247620	NM_133893	ENSMUSG00000032623	Oas1d	AA536864|C85127|oasl8	2'-5' oligoadenylate synthetase 1D	protein-coding
250	chr1	93661583	93667208	+	0	NA	Intergenic	RLTR11D|LTR|ERVK	-21180	NM_016778	51800	Mm.3295	NM_016778	ENSMUSG00000026278	Bok	matador|mtd	BCL2-related ovarian killer	protein-coding
3096	chr16	30598463	30603804	+	0	NA	exon (NM_177632, exon 1 of 1)	exon (NM_177632, exon 1 of 1)	1410	NM_177632	224093	Mm.28244	NM_177632	ENSMUSG00000046546	Fam43a	Tuf1	family with sequence similarity 43, member A	protein-coding
1609	chr11	117382004	117401135	+	0	NA	Intergenic	Intergenic	-22820	NR_132097	105827746	Mm.388009	NR_132097	ENSMUSG00000086588	Gm11729	-	predicted gene 11729	ncRNA
7031	chr6	121409366	121415057	+	0	NA	intron (NR_110358, intron 3 of 13)	intron (NR_110358, intron 3 of 13)	61467	NR_110358	243621	Mm.299442	NM_001033354	ENSMUSG00000040797	Iqsec3	AK122446|BRAG3|mKIAA1110|synarfGEF	IQ motif and Sec7 domain 3	protein-coding
6104	chr5	5525729	5526710	+	0	NA	Intergenic	L1Md_F2|LINE|L1	-11243	NM_022890	64945	Mm.40132	NM_022890	ENSMUSG00000046798	Cldn12	-	claudin 12	protein-coding
8213	chr9	40867916	40893420	+	0	NA	Intergenic	Intergenic	6541	NM_178245	244813	Mm.261652	NM_178245	ENSMUSG00000054360	Bsx	Bsx1a|Bsx1b	brain specific homeobox	protein-coding
3809	chr18	67462818	67465377	+	0	NA	promoter-TSS (NM_144867)	promoter-TSS (NM_144867)	-752	NM_144867	225655	Mm.221420	NM_144867	ENSMUSG00000024530	Prelid3a	A230074A19Rik|BC019561|Slmo1	PRELI domain containing 3A	protein-coding
6890	chr6	88539118	88548489	+	0	NA	Intergenic	MTA_Mm-int|LTR|ERVL-MaLR	-25003	NM_016906	53421	Mm.28375	NM_016906	ENSMUSG00000030082	Sec61a1	AA408394|AA410007|Sec61a	Sec61 alpha 1 subunit (S. cerevisiae)	protein-coding
1575	chr11	114567147	114572844	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	-98585	NM_001048058	67671	Mm.238817	NM_023372	ENSMUSG00000057322	Rpl38	0610025G13Rik|Rbt|Ts|Tss	ribosomal protein L38	protein-coding
343	chr1	135859750	135867094	+	0	NA	Intergenic	Intergenic	22561	NM_001130176	21956	Mm.247470	NM_011619	ENSMUSG00000026414	Tnnt2	Tnt|cTnT	troponin T2, cardiac	protein-coding
5345	chr3	107861148	107866256	+	0	NA	Intergenic	Intergenic	-13528	NM_133867	99662	Mm.108491	NM_133867	ENSMUSG00000040600	Eps8l3	AI504489|Eps8r3	EPS8-like 3	protein-coding
3708	chr18	38080874	38083786	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-83361	NM_001205336	106952	Mm.247642	NM_139206	ENSMUSG00000024451	Arap3	Centd3|Drag1|E030006K04Rik|cnt-d3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein-coding
1588	chr11	115302502	115308546	+	0	NA	Intergenic	L1MB1|LINE|L1	-1639	NM_172801	237987	Mm.44542	NM_172801	ENSMUSG00000050201	Otop2	4732464P15	otopetrin 2	protein-coding
7166	chr7	19470851	19476793	+	0	NA	intron (NM_001370800, intron 2 of 11)	intron (NM_001370800, intron 2 of 11)	10535	NM_001370800	74463	Mm.333647	NM_028954	ENSMUSG00000011263	Exoc3l2	4933417E01Rik|AU042655|Gm19857	exocyst complex component 3-like 2	protein-coding
5689	chr4	106509315	106510270	+	0	NA	Intergenic	MYSERV16_I-int|LTR|ERVK	-3457	NM_001370848	329909	Mm.32000	NM_001370848		Tmem61	4732441L20Rik	transmembrane protein 61	protein-coding
1318	chr11	88292375	88295074	+	0	NA	promoter-TSS (NM_028859)	promoter-TSS (NM_028859)	-319	NM_028859	74297	Mm.207320	NM_028859	ENSMUSG00000034031	Ccdc182	1700106J16Rik	coiled-coil domain containing 182	protein-coding
711	chr10	59214394	59217774	+	0	NA	intron (NM_001024910, intron 1 of 9)	intron (NM_001024910, intron 1 of 9)	5763	NM_001024910	103080	Mm.346842	NM_001024910	ENSMUSG00000019917	Sept10	4921515A04Rik|9430099J10Rik|AA408298|AI874685	septin 10	protein-coding
3585	chr17	84093854	84100305	+	0	NA	Intergenic	Intergenic	18419	NR_045458	74473	Mm.399575	NR_045458	ENSMUSG00000117571	4933433H22Rik	-	RIKEN cDNA 4933433H22 gene	ncRNA
4856	chr2	152388886	152390807	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	8200	NM_011438	20667	Mm.28424	NM_011438	ENSMUSG00000051817	Sox12	2010205A02Rik	SRY (sex determining region Y)-box 12	protein-coding
559	chr1	190963949	190964715	+	0	NA	intron (NM_144879, intron 5 of 7)	MTD|LTR|ERVL-MaLR	14666	NM_144879	226841	Mm.22856	NM_144879	ENSMUSG00000037568	Vash2	B130052G07Rik	vasohibin 2	protein-coding
894	chr10	120993216	120998054	+	0	NA	Intergenic	Intergenic	-16305	NM_001081193	380664	Mm.339371	NM_001081193	ENSMUSG00000048661	Lemd3	AI316861|Man1	LEM domain containing 3	protein-coding
3190	chr16	87662921	87663593	+	0	NA	Intergenic	Intergenic	-35697	NM_007520	12013	Mm.26147	NM_007520	ENSMUSG00000025612	Bach1	6230421P05Rik|AI323795	BTB and CNC homology 1, basic leucine zipper transcription factor 1	protein-coding
5344	chr3	107855416	107860339	+	0	NA	Intergenic	L2a|LINE|L2	-19353	NM_133867	99662	Mm.108491	NM_133867	ENSMUSG00000040600	Eps8l3	AI504489|Eps8r3	EPS8-like 3	protein-coding
8089	chr8	124812942	124815677	+	0	NA	intron (NM_198632, intron 1 of 9)	intron (NM_198632, intron 1 of 9)	21290	NM_198632	330863	Mm.422769	NM_198632	ENSMUSG00000036913	Trim67	D130049O21Rik|TNL	tripartite motif-containing 67	protein-coding
7659	chr7	139955691	139959506	+	0	NA	promoter-TSS (NR_106157)	promoter-TSS (NR_106157)	24	NR_106157	102465788		NR_106157	ENSMUSG00000105165	Mir7686	mmu-mir-7686	microRNA 7686	ncRNA
6234	chr5	38619286	38623853	+	0	NA	Intergenic	Intergenic	-59870	NM_011715	22388	Mm.2654	NM_011715	ENSMUSG00000005103	Wdr1	Aip1|D5Wsu185e|rede	WD repeat domain 1	protein-coding
7407	chr7	84081001	84081501	+	0	NA	intron (NM_030728, intron 1 of 28)	intron (NM_030728, intron 1 of 28)	5254	NM_030728	80982	Mm.160389	NM_030728	ENSMUSG00000052353	Cemip	12H19.01.T7|6330404C01Rik|9930013L23Rik|AY007814|Kiaa1199	cell migration inducing protein, hyaluronan binding	protein-coding
6119	chr5	24072071	24072795	+	0	NA	Intergenic	ORR1E-int|LTR|ERVL-MaLR	-28157	NM_001161800	52323	Mm.273768	NM_026448	ENSMUSG00000028986	Klhl7	2700038B03Rik|D5Ertd363e|SBBI26	kelch-like 7	protein-coding
4996	chr2	168838303	168844699	+	0	NA	Intergenic	Intergenic	71102	NM_001370946	22722	Mm.2095	NM_009564	ENSMUSG00000027551	Zfp64	Gm38422	zinc finger protein 64	protein-coding
2837	chr15	80210632	80215117	+	0	NA	3' UTR (NM_010795, exon 2 of 2)	3' UTR (NM_010795, exon 2 of 2)	-21206	NM_178719	239555	Mm.307163	NM_178719	ENSMUSG00000022412	Mief1	A230016E22|AI452372|Smcr7l	mitochondrial elongation factor 1	protein-coding
1772	chr12	73106322	73122572	+	0	NA	Intergenic	Intergenic	-1022	NM_001362272	20474	Mm.249575	NM_011382	ENSMUSG00000034460	Six4	AI047561|AREC3|TrexBF	sine oculis-related homeobox 4	protein-coding
